event_id,year,longitude,latitude,intensity,loss
84,69,-91.50962448,29.32795084,48.64945918,2544197467.0
85,70,-91.99137028,28.76662183,44.50313402,2544197467.0
86,71,-80.16266489,27.32886959,44.16796009,3450533798.0
87,72,-75.91598196,34.14731458,56.99481052,15046096574.0
88,72,-75.3357911,35.84867861,47.72687481,4224952563.0
89,74,-84.46361174,28.9681858,35.05279883,947222683.7
90,74,-79.6016143,29.42559604,67.91723558,14853619650.0
91,74,-75.2903975,33.56899992,51.03173798,9809122411.0
92,75,-78.00992485,32.86692414,54.51483417,8097986358.0
93,75,-93.80633165,28.44464959,46.51195356,2424371639.0
94,76,-85.56049833,28.50750604,38.21858803,1624871268.0
95,77,-73.06047216,38.61500008,33.12655274,775055478.6
96,79,-72.75490341,40.41873559,43.82073509,3611421792.0
97,79,-74.42911397,35.01002023,36.11546718,699449448.1
98,81,-85.97259868,30.15943995,45.57718122,4661767010.0
99,81,-74.89894392,35.81308625,38.73005394,1316785465.0
100,81,-96.85318117,25.83894428,38.20552857,770286994.3
101,82,-76.58340168,32.89714208,38.25453898,838118557.4
102,82,-92.27037931,27.81816936,44.80732251,2544197467.0
103,84,-79.02175322,31.41028573,40.93635257,524354473.6
104,86,-73.27239484,38.60420722,34.41319617,775055478.6
105,86,-93.36692376,29.05080133,52.49423564,5961674471.0
106,86,-76.36546949,34.95939045,50.11215191,8172628972.0
107,87,-80.02041105,29.41385751,62.12720913,14853619650.0
108,87,-97.0460705,27.0663598,37.61482234,1068982497.0
109,89,-97.51846725,25.82651322,34.70878033,813020053.0
110,90,-78.69608069,31.67813254,68.45774348,14948036345.0
111,91,-75.99578006,34.33835299,54.75010982,9562410956.0
112,93,-82.00280978,26.35020515,41.86876354,821323293.5
113,93,-96.03317947,25.52948861,33.61268221,735669161.3
114,94,-75.95244566,33.80400581,56.32344241,10563970674.0
115,96,-90.4630673,27.78726101,41.22460409,801989517.9
116,97,-73.8063921,36.12474439,46.42488388,4224952563.0
117,98,-93.43885018,28.21287484,38.9800117,524354473.6
118,98,-93.59486737,29.17110497,55.00212888,5961674471.0
119,98,-96.71618895,25.71286935,37.59219576,830213999.7
120,99,-80.04567967,32.45426062,39.01938927,524354473.6
121,100,-90.81910086,29.08149289,39.74118419,314330506.3
122,100,-96.69506953,26.61805233,53.13674731,5749773962.0
123,101,-93.20355634,28.85577624,50.39513354,5961674471.0
124,102,-78.12681936,33.89600172,54.49614006,6613654285.0
125,102,-75.00623674,36.18971214,48.43369601,4224952563.0
126,102,-75.15906649,33.68683233,52.05560851,12845131424.0
127,103,-76.43796763,34.49157543,54.01700704,5655054063.0
128,105,-77.65375399,34.31727021,57.34333807,6613654285.0
129,105,-79.12485449,32.43365613,45.90130093,3450533798.0
130,107,-89.05481004,28.6025049,55.28333676,8938953132.0
131,108,-91.63624491,29.16797217,44.79639261,2544197467.0
132,108,-72.67689877,40.90838109,38.72314763,462562513.5
133,110,-89.46278844,28.57279463,40.12280702,1289941312.0
134,110,-91.95574521,27.65592526,33.32352017,844710974.8
135,110,-91.00267301,27.75033233,40.56896831,722669522.0
136,110,-76.57731863,34.8723261,51.71200628,4221808299.0
137,111,-80.17157789,29.45117231,64.07073903,14853619650.0
138,112,-87.29428958,30.33460398,50.47484536,7188343121.0
139,112,-79.94191528,32.6544365,46.05374666,3450533798.0
140,115,-79.19883068,31.49080866,43.70863061,3450533798.0
141,116,-91.16374137,29.36988124,40.60545724,962605472.5
142,119,-88.15341085,28.56384145,50.18040406,8938953132.0
143,120,-90.83157401,28.85306796,57.76952181,8126555557.0
144,120,-78.76888876,33.94806464,51.23492211,8097986358.0
145,120,-83.11547181,25.12546926,39.74488848,821323293.5
146,120,-76.45587197,33.37664473,34.6072131,795430630.9
147,121,-78.10863507,32.72121415,54.89130022,8097986358.0
148,121,-96.63416044,25.26696233,40.87390401,764215058.3
149,121,-90.65244003,28.20137318,34.7082417,1092663236.0
150,122,-75.30782361,34.71997746,39.70552448,550962135.6
151,123,-91.89370066,28.05028766,45.10214847,2544197467.0
152,124,-96.53500936,25.88860133,41.30854917,819295705.6
153,125,-86.5496168,28.34927801,60.98582771,26234121822.0
154,127,-79.49051371,29.06265033,44.35290175,2424371639.0
155,127,-77.19073038,33.38806283,33.79300254,1266897044.0
156,128,-72.78142094,40.46448278,46.05280178,3611421792.0
157,128,-89.01557866,28.42896184,36.67306055,844928278.3
158,130,-91.83892841,27.75875628,36.39411689,293217251.3
159,132,-76.4945127,34.71976269,52.08034017,11214283727.0
160,132,-87.56772058,29.0387385,50.0397744,7188343121.0
161,132,-77.72258176,34.20163583,39.34516328,908933458.2
162,133,-96.31744837,27.0211563,38.30713166,991059104.4
163,134,-84.40297002,29.3482579,35.5255401,947222683.7
164,134,-95.30697602,28.56225061,36.23826311,901765476.2
165,136,-72.9556214,40.97754617,44.42393321,3611421792.0
166,137,-75.52069367,34.95362984,37.65025875,478785849.0
167,137,-90.43553831,28.83545111,38.2855376,1289941312.0
168,141,-83.44904436,26.80640152,35.02034765,1247943521.0
169,141,-72.20963531,40.80413537,34.06323243,462562513.5
170,141,-93.6126961,28.58425958,43.11641038,2424371639.0
171,143,-88.79631673,28.53537019,39.61748042,886256556.2
172,145,-95.58106438,25.52137701,40.5250747,766517336.3
173,145,-84.66647523,28.91758805,35.28948602,947222683.7
174,146,-92.93565823,29.43785158,34.57168537,524354473.6
175,146,-90.5609533,28.38459201,40.93268086,1872149932.0
176,147,-90.58148731,28.98047191,57.05653426,8126555557.0
177,147,-90.60794938,29.22984155,36.95077356,363898161.2
178,149,-79.28149225,32.6136323,36.17947486,524354473.6
179,150,-74.33624209,35.52242761,43.72946938,4224952563.0
180,151,-90.89639701,29.21321803,35.16224202,781138723.4
181,153,-76.02305973,33.53940746,52.30032026,5586023995.0
182,156,-75.39307369,34.13393474,52.08343322,6769238605.0
183,158,-82.51285017,28.20200247,41.01337467,1205057041.0
184,158,-79.97710247,32.83721114,45.02191275,3450533798.0
185,159,-83.08456796,26.76936934,34.64373784,1247943521.0
186,161,-90.94901366,28.85887941,33.752762,804628801.3
187,162,-73.51802066,39.05918435,40.83064217,775055478.6
188,162,-82.67441692,27.76884438,34.36233193,1205057041.0
189,162,-90.94156274,27.7639065,40.89341048,586210453.9
190,162,-95.43679636,26.79405174,54.61487672,5749773962.0
191,162,-72.68191543,40.47088746,43.45361015,3611421792.0
192,162,-75.7043994,35.23204085,39.81904186,509035591.2
193,163,-97.1292063,27.06237673,33.01485843,979483319.4
194,163,-77.4372938,33.46676198,36.34317182,744954575.9
195,164,-89.5698503,29.61680778,51.74781276,8938953132.0
196,165,-89.21342614,28.9556527,38.89368199,1054675387.0
197,165,-78.81616326,31.73358291,34.92839046,524354473.6
198,165,-79.03472958,32.49845305,59.62070551,14948036345.0
199,167,-85.53446527,30.20019701,50.1414957,6613654285.0
200,167,-95.45675564,26.59494887,41.28473085,1032948785.0
201,170,-91.63007375,28.08678388,40.67296519,675358835.3
202,172,-93.16330841,28.26121104,56.44760467,5961674471.0
203,173,-76.45562022,33.65064996,39.88142127,795430630.9
204,173,-90.9364947,27.66595932,37.66448483,486994862.8
205,174,-89.85851029,29.67826695,33.36437972,1241122006.0
206,177,-74.31446358,38.93602228,39.8630777,775055478.6
207,177,-83.69493477,26.84761617,35.3269861,1247943521.0
208,179,-91.13821688,28.24532725,36.52570493,330106775.1
209,180,-93.47314275,27.89325675,45.4528509,2424371639.0
210,181,-80.39929721,32.01545948,39.34173797,1119276599.0
211,181,-90.94515983,28.92812674,38.85072436,328304034.9
212,181,-76.0412176,34.20795672,54.36635886,7682503417.0
213,183,-71.22749925,39.71865369,48.3516787,2733219431.0
214,183,-92.46104778,29.81512173,39.00832244,1068917140.0
215,185,-75.8015486,34.97145026,36.78236382,548096534.5
216,187,-80.41609319,31.94000211,41.41737797,1119276599.0
217,187,-93.44417093,29.35130041,41.12502346,524354473.6
218,188,-73.71470982,36.68103689,35.78520409,1316785465.0
219,189,-83.71067087,28.58653682,33.63869273,785057726.5
220,189,-95.295483,25.20150381,37.98043639,745137512.1
221,190,-89.2983536,28.38138187,56.80123555,5030803098.0
222,190,-97.08373181,26.05616892,34.59633102,729347061.5
223,192,-82.59704178,27.19467566,33.73241925,1247943521.0
224,192,-95.6703161,29.03283183,34.54870251,901765476.2
225,192,-77.38843992,32.33587858,50.11756499,8097986358.0
226,197,-90.59073441,28.58750388,34.2152593,1273636143.0
227,198,-84.91406116,29.35983678,60.3805772,14948036345.0
228,199,-97.58130705,26.68925895,35.89257174,1174348940.0
229,199,-79.05457772,29.72371303,69.0247124,14853619650.0
230,200,-88.38838491,28.76571953,51.89533681,8938953132.0
231,203,-92.56635278,29.54662294,36.74471072,1414791515.0
232,203,-72.50844389,41.26587236,39.27101739,462562513.5
233,203,-91.13035321,29.31580301,39.37865081,1466145740.0
234,204,-77.08813983,33.96503309,34.39667556,795430630.9
235,205,-85.12516106,30.06772714,65.8671375,14948036345.0
236,205,-76.58433076,33.72433785,33.54104622,795430630.9
237,207,-95.09500232,28.35861651,38.15646103,901765476.2
238,207,-87.51449108,28.48901702,55.93647891,7188343121.0
239,208,-78.52831173,27.28064049,48.30718515,3450533798.0
240,209,-88.11438481,28.67200066,33.88708884,642917034.8
241,209,-72.62084671,38.34547834,39.07491132,775055478.6
242,209,-93.48627791,29.93676533,56.60213183,5961674471.0
243,210,-85.83298449,30.24300404,44.27862751,4661767010.0
244,211,-73.3247985,40.54997423,47.29736496,3611421792.0
245,211,-96.12210568,25.89169392,38.37584129,923507527.5
246,212,-91.32284889,28.31889224,54.21029669,8126555557.0
247,212,-90.63487748,28.64576208,41.91616443,976051062.7
248,212,-79.54169568,32.63152239,39.49307941,524354473.6
249,213,-80.55146939,28.20831799,45.49969956,2424371639.0
250,214,-94.12855037,29.09581324,45.82963199,2424371639.0
251,214,-75.73729934,33.63910251,57.15864531,10130565707.0
252,214,-77.38675934,33.03475116,56.85306149,6613654285.0
253,215,-94.03469602,29.85907839,47.75139454,2424371639.0
254,216,-74.74076632,34.45143382,35.91871208,570293944.6
255,218,-96.72807633,26.87616061,50.68911744,5749773962.0
256,221,-84.52449779,29.58154867,39.79163035,947222683.7
257,222,-79.64232002,32.05728626,47.96948645,3450533798.0
258,222,-96.4173694,26.72598155,39.14193544,1150549551.0
259,223,-93.78128502,28.6060497,47.10555034,2424371639.0
260,223,-85.4590601,28.66149303,38.94183349,1624871268.0
261,223,-79.59841113,32.70804289,40.31746697,524354473.6
262,224,-94.31201578,27.7827103,35.8584763,901765476.2
263,225,-79.68479705,32.66441086,40.89755145,524354473.6
264,226,-81.83718959,26.26026532,35.67167843,821323293.5
265,226,-82.8480785,27.48253292,34.96166651,1247943521.0
266,226,-93.24173009,28.08985094,51.79301465,5961674471.0
267,226,-72.56373161,40.56450867,44.96852939,3611421792.0
268,227,-96.41192628,25.47399398,37.22007949,874542929.3
269,231,-75.70996676,33.85395636,55.32780071,15232613647.0
270,233,-75.22553484,34.53020796,41.05835935,684066630.8
271,235,-76.88914093,33.20510957,50.38807305,6613654285.0
272,235,-72.62632752,40.62603755,44.04584624,3611421792.0
273,236,-74.73817849,33.94304292,34.10937524,725270953.0
274,236,-90.88283651,28.80980269,56.57837301,8126555557.0
275,237,-75.02700086,35.10403984,34.30707915,433712350.3
276,238,-80.36757646,26.90756898,33.20070335,1361850958.0
277,238,-79.6643744,27.3400827,43.38296371,3450533798.0
278,240,-96.94037221,26.87065162,41.00968327,993419341.4
279,240,-83.07691782,27.37984635,38.52796225,1247943521.0
280,241,-74.63974769,35.65474813,35.5476352,1316785465.0
281,243,-97.00592449,26.64557154,35.88082323,1019433726.0
282,243,-76.89798981,33.78797997,35.18630137,795430630.9
283,244,-79.84985489,32.85212159,35.27746948,524354473.6
284,244,-90.75690668,28.18364033,39.98698232,282766011.4
285,245,-75.97784655,34.30888547,54.98302344,8775907851.0
286,246,-92.99244697,28.86342493,52.05759733,5961674471.0
287,246,-92.96124078,29.45226044,41.22779082,524354473.6
288,247,-92.11686981,28.56914592,46.62263887,2544197467.0
289,247,-74.07066556,38.8592652,34.56519362,775055478.6
290,248,-88.85656807,28.9049494,33.15871499,1052626439.0
291,248,-74.51642113,39.04053442,38.7145652,775055478.6
292,248,-78.68301727,31.83160446,45.55230355,3450533798.0
293,249,-94.90745918,25.43845029,39.43683461,750939506.0
294,249,-79.66791807,27.02854797,43.38571675,3450533798.0
295,249,-76.4584076,34.39463793,56.41829286,12101340562.0
296,249,-75.81421087,36.08587165,48.74270638,4224952563.0
297,250,-86.6219442,28.41929629,55.45717819,6613654285.0
298,251,-90.82584337,28.64023295,36.60474304,1961430352.0
299,252,-79.65467724,33.0138382,59.50157102,14948036345.0
300,253,-81.14293545,28.97676056,60.7788465,14853619650.0
301,255,-74.24263601,35.05423426,36.71556827,527777294.0
302,255,-85.71813162,30.04446697,47.79247719,4661767010.0
303,256,-96.14994282,26.30647031,35.98739451,1072561870.0
304,256,-74.36523044,35.35225213,38.82630112,596549520.0
305,257,-95.74426283,29.01110344,36.17538033,901765476.2
306,258,-80.52220793,32.1716362,36.56837988,1119276599.0
307,261,-77.61281297,34.20373475,34.19681219,931561597.3
308,261,-95.86567895,26.25629771,50.22071645,5749773962.0
309,261,-77.19406935,32.44603228,50.92603122,8097986358.0
310,262,-89.66439605,29.31121212,54.627764,8938953132.0
311,263,-86.16461854,29.65274215,69.18469419,26234121822.0
312,265,-85.56673736,28.39443516,38.51807589,1624871268.0
313,265,-76.30434889,34.77617937,55.33725099,5766402585.0
314,266,-89.76755582,27.81635238,56.20459726,5030803098.0
315,270,-91.63908838,28.31196035,36.97755908,396302897.1
316,270,-85.9824008,29.37764856,57.16620337,6613654285.0
317,270,-80.66960705,32.10352054,38.48874963,1119276599.0
318,271,-77.35711428,32.88543929,34.87462254,782626301.6
319,272,-71.93089299,40.6689058,36.77401964,462562513.5
320,272,-91.01306337,28.08334337,33.4179277,690090934.1
321,273,-73.37085952,38.53420261,41.09529296,775055478.6
322,274,-88.31127483,28.51339914,40.85954984,1025884483.0
323,276,-90.5097481,28.0359787,36.99985823,1857796201.0
324,276,-79.50226526,27.20065582,35.17124226,1361850958.0
325,277,-76.31228839,33.04104532,35.78954714,795430630.9
326,279,-77.77635334,33.76572608,50.54415325,6613654285.0
327,279,-79.43522707,27.4087397,35.90708381,1361850958.0
328,280,-76.31664,33.13854531,38.45896516,795430630.9
329,280,-93.84037387,29.88315995,46.45309714,2424371639.0
330,280,-77.26499578,33.12730951,52.12274618,6613654285.0
331,282,-93.30419439,29.12394404,38.82017584,524354473.6
332,285,-77.88269526,34.06785663,39.33023423,695753186.5
333,285,-75.5309767,35.86638558,40.12426677,1316785465.0
334,285,-93.33271324,28.34880929,53.0257647,5961674471.0
335,286,-91.4367419,27.80785094,39.22208968,805167829.7
336,286,-86.51175313,28.70989381,69.71809586,26234121822.0
337,288,-76.45637519,34.16785663,40.09826646,795430630.9
338,288,-77.33001453,33.49119947,33.35325088,1125019253.0
339,289,-76.55703002,32.99312637,57.94162845,6613654285.0
340,290,-93.19056472,29.86700158,50.27671044,5961674471.0
341,292,-87.29683329,28.94208378,51.43376491,7188343121.0
342,292,-91.47698045,28.67469759,39.28434274,1127704224.0
343,292,-85.65714818,29.35823512,68.05379313,14948036345.0
344,295,-90.74001629,28.64021316,41.88517653,667008083.8
345,295,-77.9274343,34.47416404,40.14715156,468658689.5
346,296,-79.1348472,30.96742002,33.51386376,1119276599.0
347,297,-92.09057146,28.21483418,45.43682034,2544197467.0
348,298,-78.37772953,31.64248893,43.89538317,3450533798.0
349,299,-70.49013174,41.22715544,43.79674481,2733219431.0
350,299,-75.14173543,34.85592233,39.31016393,773323953.9
351,299,-95.68703816,28.79648091,37.27833025,901765476.2
352,300,-79.87350343,29.680993,67.50600652,14853619650.0
353,301,-78.63065155,33.93680505,52.52107736,8097986358.0
354,301,-79.20106986,27.39258812,45.66701883,3450533798.0
355,302,-74.47393022,34.89784921,35.07333922,668505836.1
356,302,-89.71224529,28.02741116,50.54313387,5030803098.0
357,302,-86.13459228,29.91338223,47.46638977,4661767010.0
358,303,-82.62040781,25.29221219,39.71133398,821323293.5
359,303,-86.69409693,28.7598725,63.75044383,26234121822.0
360,304,-97.69244974,26.77570679,35.7297218,830658622.2
361,305,-91.01230589,29.24781011,34.49579083,1016163045.0
362,306,-79.59926641,32.86220796,44.46239367,3450533798.0
363,306,-95.82912003,26.70445161,33.64782144,1221296777.0
364,306,-96.78984759,25.86087579,33.62862457,885074762.3
365,307,-96.23296262,26.94889534,37.92563232,889997601.1
366,307,-76.70986822,33.60449304,34.42801737,795430630.9
367,308,-78.14903811,33.84187238,34.94348517,903755976.5
368,308,-95.71819756,24.78339231,40.31312248,801669619.3
369,308,-79.64667925,27.4167292,47.39673153,3450533798.0
370,308,-90.92476366,27.66216331,56.74593007,8126555557.0
371,309,-88.54363215,28.40875402,52.7507954,8938953132.0
372,310,-79.35296316,26.7700053,44.01359164,3450533798.0
373,310,-75.80416508,34.00456789,55.16887829,16979857606.0
374,311,-79.42425085,32.5653146,47.67220386,3450533798.0
375,313,-85.64146109,29.61625722,40.90524792,1624871268.0
376,314,-76.20587231,35.11609469,54.72543714,13533194881.0
377,314,-80.38909759,28.1708028,45.81221198,2424371639.0
378,315,-91.54247457,28.17610595,39.60148771,1241017698.0
379,315,-84.90369578,29.58111667,38.96157309,1624871268.0
380,318,-86.53477363,29.04815395,55.76944069,6613654285.0
381,318,-89.10140064,28.28675845,34.24734636,1289941312.0
382,319,-92.55984587,29.90175151,34.21967251,814217738.8
383,320,-76.04951339,34.90231316,51.30741021,5237928286.0
384,321,-90.72108385,29.00026826,34.19292121,509255497.6
385,324,-74.44970785,35.83276218,45.47001108,4224952563.0
386,326,-75.90374514,35.28789879,41.32199046,655521799.8
387,328,-85.19381402,28.87417253,37.94861128,1624871268.0
388,329,-93.29029333,29.26874907,41.24984573,524354473.6
389,329,-90.58557833,29.05635924,34.23656914,607453335.9
390,331,-74.56543267,36.22390677,34.93392232,1316785465.0
391,331,-75.57835095,34.21023443,50.75619226,11721562638.0
392,332,-77.05850855,33.46139996,40.61920613,619321084.4
393,334,-79.94371879,32.80056884,39.23004102,524354473.6
394,334,-75.21431931,35.1593713,37.53689044,849747284.3
395,335,-79.23750897,27.31097561,48.77456853,3450533798.0
396,335,-79.31367755,27.11723657,44.58568938,3450533798.0
397,336,-75.06924017,35.30129589,33.07903919,406387134.5
398,337,-83.16789398,28.11049399,35.14673678,1205057041.0
399,337,-91.49485363,27.74164665,33.61044401,412649215.7
400,337,-78.34666376,26.74595086,44.88620698,3450533798.0
401,337,-91.27959385,27.93759803,33.38591643,336020149.5
402,337,-78.9042633,33.62651207,55.12460508,8097986358.0
403,338,-86.55081096,29.14688982,62.27094286,26234121822.0
404,338,-82.78200312,25.77720532,33.1070875,821323293.5
405,341,-91.26473469,29.08473731,41.73910264,813250835.8
406,341,-72.36368795,39.99581926,43.20634107,3611421792.0
407,342,-91.40342861,28.39724589,39.33117655,1709348523.0
408,343,-90.48181476,28.08114115,39.8540791,1392964191.0
409,344,-91.11232145,28.95504124,41.03558018,451053528.9
410,344,-76.11482079,34.30836812,52.24797835,4643239763.0
411,345,-89.3163479,28.85833796,36.08525968,964062482.8
412,346,-79.67747183,29.44950639,66.31849841,14853619650.0
413,346,-73.70572047,36.52632598,39.18146679,1316785465.0
414,348,-85.42211029,28.7158655,34.11051423,1624871268.0
415,348,-90.85930213,28.55036843,39.40456964,1915687680.0
416,348,-91.20028308,29.45063227,39.41234732,799245052.3
417,348,-72.41885916,40.87737477,37.23132263,462562513.5
418,351,-74.88039606,34.32307143,39.42573398,641219333.3
419,352,-96.98992488,25.94540248,35.23498194,872477522.2
420,353,-95.46788863,26.42759139,36.20769308,978289689.8
421,353,-84.86095504,28.97863629,36.19527738,947222683.7
422,353,-89.72761197,28.3310376,56.70911994,5030803098.0
423,354,-96.00913716,26.73637779,35.78821819,978289689.8
424,356,-72.70096889,40.70139819,43.70676688,3611421792.0
425,358,-90.60333789,28.32958706,41.97682271,385986868.5
426,358,-87.06094992,29.55094619,53.64091267,7188343121.0
427,359,-86.22387874,29.91736605,55.05040305,6613654285.0
428,359,-92.63025529,28.85689752,39.13146767,939169401.7
429,362,-84.70563983,29.73577114,34.91512131,947222683.7
430,362,-76.30586038,33.96458542,50.52754219,8272484451.0
431,362,-91.35841763,29.03399767,34.32568908,250811481.2
432,363,-85.43339009,28.84495817,66.29471648,14948036345.0
433,366,-79.52512577,31.38684579,40.56269789,1119276599.0
434,366,-75.9900921,33.41452251,37.72337424,795430630.9
435,367,-88.84250037,28.74638793,57.39198977,8938953132.0
436,367,-92.52248675,28.79798059,41.37987051,766958075.8
437,370,-79.23740255,27.55559187,35.47677566,1361850958.0
438,370,-80.13706806,32.9028569,36.07579765,524354473.6
439,374,-79.37251829,32.88228254,43.36133784,3450533798.0
440,376,-79.17535876,27.49506461,45.72589602,3450533798.0
441,376,-96.24040935,25.29469505,37.37523345,750545266.6
442,376,-80.02346225,32.78087805,46.52973259,3450533798.0
443,377,-83.94667168,28.36594176,40.47736615,785057726.5
444,377,-84.50373233,29.65220182,41.04995637,947222683.7
445,377,-89.33873512,28.32015481,57.9911276,5030803098.0
446,379,-79.67434493,32.58662113,38.56636959,524354473.6
447,379,-85.59270262,28.56878888,40.35132674,1624871268.0
448,379,-91.04329074,29.40460781,40.57847709,349893162.8
449,380,-80.05100547,26.69056346,36.40454651,1361850958.0
450,381,-96.71237793,25.88464012,34.90012263,886139377.8
451,382,-89.41254539,28.31532401,37.88882933,1289941312.0
452,383,-79.41241898,32.75784028,45.12392555,3450533798.0
453,384,-76.04191248,33.88230388,52.54718745,11772859542.0
454,385,-85.93647936,28.35578138,40.19789096,1624871268.0
455,385,-90.24071574,29.05901709,54.23150816,5030803098.0
456,385,-87.09912231,29.95392727,54.08432887,7188343121.0
457,385,-75.57943993,33.36578444,55.11803005,10500861655.0
458,386,-84.26924036,27.09058282,35.27822926,1247943521.0
459,387,-76.62451238,34.77591255,55.59295468,9079647446.0
460,389,-95.34095748,25.98189636,39.33543252,906902259.5
461,389,-96.15389542,26.4139787,51.62027708,5749773962.0
462,390,-77.32720963,33.52694526,33.68146518,581034932.9
463,390,-80.12464441,31.72071047,39.14910762,1119276599.0
464,390,-77.16596839,32.92314226,36.66696395,672504113.1
465,391,-84.63035673,29.69644032,33.23791398,947222683.7
466,392,-85.66627783,30.28749936,48.85942221,4661767010.0
467,393,-87.66798578,28.69501225,57.7801768,7188343121.0
468,395,-71.96098796,39.85541023,41.14911079,462562513.5
469,395,-86.11866199,30.54540717,62.41939037,26234121822.0
470,395,-77.6060997,33.99118685,34.56828695,537884511.7
