event_id,gate,category,sample,loss
6142,15,3,5225,8938953132.0
6143,11,2,5225,2544197467.0
6144,12,1,5226,899704238.0
6145,46,2,5226,3450533798.0
6146,8,2,5227,2424371639.0
6147,20,4,5227,26234121822.0
6148,62,1,5228,462562513.5
6149,25,1,5228,785057726.5
6150,21,2,5228,4661767010.0
6151,51,3,5230,7266494989.0
6152,49,1,5230,956333093.3
6153,12,1,5230,425051330.6
6154,25,1,5231,785057726.5
6155,18,3,5232,7188343121.0
6156,49,1,5232,542101722.7
6157,36,1,5234,1361850958.0
6158,25,1,5236,785057726.5
6159,13,1,5239,773449963.0
6160,45,1,5239,1119276599.0
6161,13,1,5241,734242961.7
6162,18,3,5242,7188343121.0
6163,6,1,5242,901765476.2
6164,37,1,5243,1361850958.0
6165,12,1,5245,1065228659.0
6166,9,1,5246,524354473.6
6167,60,2,5247,3611421792.0
6168,51,1,5247,545281181.7
6169,52,1,5248,1316785465.0
6170,49,1,5248,840469879.7
6171,37,2,5248,3450533798.0
6172,39,2,5250,2424371639.0
6173,46,2,5252,3450533798.0
6174,1,1,5254,902280811.0
6175,12,1,5254,395880845.4
6176,27,1,5255,1247943521.0
6177,1,1,5255,849456267.9
6178,46,1,5255,524354473.6
6179,12,1,5255,962605472.5
6180,62,1,5257,462562513.5
6181,12,3,5257,8126555557.0
6182,50,3,5257,7617361384.0
6183,22,1,5257,947222683.7
6184,21,4,5258,14948036345.0
6185,29,1,5260,821323293.5
6186,52,1,5260,529022371.6
6187,20,2,5260,4661767010.0
6188,53,2,5262,4224952563.0
6189,13,3,5262,5030803098.0
6190,46,4,5262,14948036345.0
6191,12,1,5262,1090091681.0
6192,49,1,5263,526721136.1
6193,46,4,5263,14948036345.0
6194,1,1,5264,734096286.2
6195,1,1,5265,800376747.2
6196,22,1,5265,947222683.7
6197,1,3,5266,5749773962.0
6198,6,1,5266,901765476.2
6199,48,3,5268,8097986358.0
6200,14,1,5271,1289941312.0
6201,9,3,5271,5961674471.0
6202,37,1,5271,1361850958.0
6203,21,4,5271,14948036345.0
6204,37,2,5271,3450533798.0
6205,2,1,5272,902434568.1
6206,45,1,5272,1119276599.0
6207,1,1,5274,1278132281.0
6208,12,3,5274,8126555557.0
6209,12,1,5274,353125995.7
6210,39,2,5276,2424371639.0
6211,32,1,5276,821323293.5
6212,48,1,5277,1112862749.0
6213,18,3,5277,7188343121.0
6214,12,1,5278,1289941312.0
6215,27,1,5278,1205057041.0
6216,20,3,5279,6613654285.0
6217,2,3,5280,5749773962.0
6218,21,4,5282,26234121822.0
6219,12,1,5282,1077308527.0
6220,37,1,5282,1361850958.0
6221,51,3,5282,7066996893.0
6222,58,1,5284,775055478.6
6223,10,1,5284,931252422.5
6224,2,1,5287,897023098.1
6225,10,1,5287,861820392.7
6226,10,1,5288,1348065098.0
6227,29,1,5288,821323293.5
6228,46,2,5288,3450533798.0
6229,1,3,5290,5749773962.0
6230,45,1,5290,1119276599.0
6231,12,3,5291,8126555557.0
6232,8,2,5293,2424371639.0
6233,14,1,5293,1125870061.0
6234,26,1,5294,1205057041.0
6235,15,1,5294,1037812410.0
6236,52,1,5296,1316785465.0
6237,1,1,5297,755180891.6
6238,14,1,5297,973482403.7
6239,51,3,5298,9400583360.0
6240,40,4,5298,14853619650.0
6241,20,2,5300,4661767010.0
6242,37,2,5301,3450533798.0
6243,18,3,5302,7188343121.0
6244,21,1,5304,785057726.5
6245,1,1,5305,836145078.9
6246,51,3,5305,7260838652.0
6247,49,1,5306,846977647.2
6248,53,2,5307,4224952563.0
6249,9,1,5307,524354473.6
6250,25,1,5308,785057726.5
6251,52,1,5309,676861765.5
6252,37,2,5310,3450533798.0
6253,46,1,5311,524354473.6
6254,1,3,5312,5749773962.0
6255,4,1,5312,1003870599.0
6256,37,2,5313,3450533798.0
6257,1,1,5313,973451282.8
6258,15,1,5314,615401403.9
6259,52,1,5316,443033432.5
6260,15,1,5317,1001588164.0
6261,10,1,5317,1476054209.0
6262,46,2,5318,3450533798.0
6263,58,1,5318,775055478.6
6264,45,1,5319,1119276599.0
6265,58,1,5319,775055478.6
6266,20,3,5319,6613654285.0
6267,14,1,5320,923092839.1
6268,14,1,5321,683078697.2
6269,49,1,5323,712346581.9
6270,11,2,5324,2544197467.0
6271,58,1,5325,775055478.6
6272,26,1,5325,1205057041.0
6273,62,1,5325,462562513.5
6274,6,1,5329,901765476.2
6275,1,1,5330,1200540523.0
6276,14,1,5331,890930474.3
6277,26,1,5331,1205057041.0
6278,14,1,5332,1289941312.0
6279,14,1,5332,829704221.5
6280,46,4,5332,14948036345.0
6281,61,1,5332,462562513.5
6282,13,3,5332,5030803098.0
6283,58,1,5332,775055478.6
6284,22,1,5333,947222683.7
6285,20,2,5334,4661767010.0
6286,12,1,5335,776715234.2
6287,27,1,5335,1247943521.0
6288,2,1,5337,953216225.6
6289,10,1,5337,563158244.3
6290,52,1,5337,685354035.0
6291,14,1,5337,815137011.7
6292,50,1,5338,795430630.9
6293,36,2,5339,3450533798.0
6294,49,1,5340,885431270.8
6295,29,1,5341,821323293.5
6296,29,1,5341,821323293.5
6297,21,4,5341,14948036345.0
6298,29,1,5342,821323293.5
6299,58,1,5344,775055478.6
6300,1,1,5346,987502373.1
6301,1,1,5346,1144883175.0
6302,46,1,5347,524354473.6
6303,62,1,5347,462562513.5
6304,49,1,5348,961644184.3
6305,32,1,5349,821323293.5
6306,11,2,5349,2544197467.0
6307,48,3,5350,8097986358.0
6308,1,1,5351,874542929.3
6309,51,3,5353,9562410956.0
6310,25,1,5354,785057726.5
6311,14,1,5355,1289941312.0
6312,14,3,5355,7188343121.0
6313,22,1,5357,947222683.7
6314,12,1,5357,644039554.9
6315,21,4,5358,14948036345.0
6316,58,1,5358,775055478.6
6317,10,1,5360,582452800.2
6318,62,1,5361,462562513.5
6319,51,3,5361,13601441715.0
6320,51,3,5361,5392084415.0
6321,12,1,5361,873399610.8
6322,46,1,5362,524354473.6
6323,9,3,5363,5961674471.0
6324,20,3,5366,6613654285.0
6325,52,2,5367,4224952563.0
6326,46,4,5367,14948036345.0
6327,20,3,5367,6613654285.0
6328,46,1,5369,524354473.6
6329,53,1,5370,1316785465.0
6330,9,1,5370,524354473.6
6331,21,4,5371,26234121822.0
6332,46,4,5372,14948036345.0
6333,37,2,5373,3450533798.0
6334,12,1,5373,418857961.6
6335,61,2,5375,3611421792.0
6336,63,2,5375,2733219431.0
6337,53,2,5375,4224952563.0
6338,21,1,5376,1624871268.0
6339,50,3,5376,8502782481.0
6340,49,1,5378,845801021.0
6341,12,3,5378,5030803098.0
6342,5,3,5379,5749773962.0
6343,20,2,5379,4661767010.0
6344,22,1,5380,947222683.7
6345,63,2,5381,2733219431.0
6346,12,1,5381,604294700.3
6347,37,2,5381,3450533798.0
6348,39,2,5385,2424371639.0
6349,14,1,5387,960184101.3
6350,12,1,5387,577735488.4
6351,18,3,5388,7188343121.0
6352,18,3,5388,7188343121.0
6353,1,1,5389,723194588.2
6354,53,1,5389,1316785465.0
6355,10,1,5389,1127121636.0
6356,52,1,5390,737687742.4
6357,8,2,5390,2424371639.0
6358,37,1,5392,1361850958.0
6359,45,1,5394,1119276599.0
6360,37,2,5394,3450533798.0
6361,48,1,5394,1056761432.0
6362,63,2,5395,2733219431.0
6363,17,3,5395,7188343121.0
6364,11,2,5396,2544197467.0
6365,20,4,5396,26234121822.0
6366,39,2,5397,2424371639.0
6367,9,1,5398,524354473.6
6368,52,1,5400,620565446.1
6369,46,1,5400,524354473.6
6370,45,1,5401,1119276599.0
6371,50,1,5404,795430630.9
6372,29,1,5405,821323293.5
6373,1,1,5405,758886646.7
6374,18,3,5405,7188343121.0
6375,53,2,5407,4224952563.0
6376,49,1,5407,845801021.0
6377,21,1,5408,1624871268.0
6378,1,1,5408,819002551.4
6379,63,2,5409,2733219431.0
6380,40,4,5410,14853619650.0
6381,53,1,5410,1316785465.0
6382,11,3,5411,8126555557.0
6383,10,1,5412,1479070137.0
6384,51,3,5413,12243228700.0
6385,9,1,5416,524354473.6
6386,26,1,5416,1205057041.0
6387,14,3,5417,5030803098.0
6388,45,1,5419,1119276599.0
6389,12,3,5421,5030803098.0
6390,1,3,5422,5749773962.0
6391,37,2,5422,3450533798.0
6392,39,2,5423,2424371639.0
6393,48,3,5423,8097986358.0
6394,46,4,5423,14948036345.0
6395,21,4,5423,14948036345.0
6396,27,1,5424,1205057041.0
6397,21,3,5425,6613654285.0
6398,62,1,5425,462562513.5
6399,12,1,5427,691304842.2
6400,18,3,5427,7188343121.0
6401,37,1,5428,1361850958.0
6402,51,3,5428,5586023995.0
6403,52,1,5429,750537773.1
6404,22,1,5431,947222683.7
6405,49,1,5432,544019649.2
6406,51,3,5432,7749118309.0
6407,12,1,5432,559273368.8
6408,15,1,5432,1036985316.0
6409,12,1,5434,397584725.6
6410,29,1,5434,821323293.5
6411,49,3,5434,6613654285.0
6412,2,1,5434,879041680.2
6413,52,1,5434,667991166.6
6414,24,1,5435,785057726.5
6415,50,1,5435,795430630.9
6416,12,1,5436,838250462.7
6417,15,1,5437,828217212.3
6418,51,3,5437,4060618927.0
6419,13,1,5439,1301005100.0
6420,51,3,5440,6546798534.0
6421,51,3,5441,10037627378.0
6422,27,1,5441,1247943521.0
6423,10,1,5441,582452800.2
6424,27,1,5441,1247943521.0
6425,12,1,5441,361154290.8
6426,8,2,5441,2424371639.0
6427,52,1,5442,514228963.6
6428,20,4,5443,26234121822.0
6429,13,3,5443,5030803098.0
6430,32,1,5446,821323293.5
6431,20,3,5446,6613654285.0
6432,1,1,5448,738690073.0
6433,53,2,5448,4224952563.0
6434,53,1,5449,1316785465.0
6435,8,2,5450,2424371639.0
6436,25,1,5450,785057726.5
6437,21,4,5453,14948036345.0
6438,37,2,5454,3450533798.0
6439,39,2,5454,2424371639.0
6440,63,2,5457,2733219431.0
6441,12,1,5457,494563244.4
6442,1,1,5457,820089989.0
6443,53,1,5458,1316785465.0
6444,53,1,5458,1316785465.0
6445,46,1,5459,524354473.6
6446,48,1,5460,522987984.4
6447,53,1,5462,1316785465.0
6448,20,3,5463,6613654285.0
6449,36,2,5463,3450533798.0
6450,46,4,5464,14948036345.0
6451,51,3,5465,8967077441.0
6452,20,4,5465,26234121822.0
6453,15,1,5465,1247673539.0
6454,46,4,5466,14948036345.0
6455,51,3,5468,9429164875.0
6456,51,3,5469,14904674290.0
6457,9,1,5470,524354473.6
6458,62,2,5471,2733219431.0
6459,9,3,5472,5961674471.0
6460,51,3,5474,5375957213.0
6461,18,3,5475,7188343121.0
6462,62,1,5476,462562513.5
6463,49,3,5477,6613654285.0
6464,12,1,5478,1925052713.0
6465,12,1,5479,716243963.4
6466,51,3,5480,12243228700.0
6467,12,1,5481,2293861092.0
6468,11,2,5482,2544197467.0
6469,62,1,5483,462562513.5
6470,39,4,5484,14853619650.0
6471,14,3,5485,8938953132.0
6472,12,1,5486,1260976638.0
6473,11,2,5488,2544197467.0
6474,25,1,5490,785057726.5
6475,46,2,5492,3450533798.0
6476,49,3,5492,6613654285.0
6477,1,1,5492,1103929973.0
6478,51,3,5495,9588843565.0
6479,8,2,5495,2424371639.0
6480,48,1,5497,1008241589.0
6481,1,1,5499,784812886.8
6482,4,3,5500,5749773962.0
6483,14,3,5500,8938953132.0
6484,20,4,5501,26234121822.0
6485,48,3,5501,8097986358.0
6486,48,3,5502,8097986358.0
6487,9,1,5505,524354473.6
6488,16,1,5505,992591767.6
6489,52,1,5506,1316785465.0
6490,21,1,5507,1624871268.0
6491,12,1,5508,691304842.2
6492,49,1,5508,652086165.4
6493,20,3,5508,6613654285.0
6494,52,1,5508,515514491.6
6495,10,1,5510,1024234592.0
6496,46,1,5510,524354473.6
6497,18,3,5511,7188343121.0
6498,12,3,5511,8126555557.0
6499,46,4,5511,14948036345.0
6500,26,1,5511,1205057041.0
6501,52,1,5512,420550947.5
6502,48,1,5514,481087666.1
6503,61,2,5514,3611421792.0
6504,1,1,5516,957018551.0
6505,14,1,5516,1032995774.0
6506,14,3,5517,5030803098.0
6507,18,3,5519,7188343121.0
6508,37,2,5519,3450533798.0
6509,12,1,5520,490549442.5
6510,32,1,5520,821323293.5
6511,51,1,5520,570851169.3
6512,14,1,5522,1289941312.0
6513,12,1,5524,935077398.4
6514,11,2,5524,2544197467.0
6515,49,1,5524,1259035063.0
6516,49,1,5525,1131081112.0
6517,49,1,5525,633388930.8
6518,12,1,5527,1202348522.0
6519,58,1,5527,775055478.6
6520,1,1,5527,981283748.0
6521,49,1,5528,1131081112.0
6522,37,2,5529,3450533798.0
6523,52,1,5529,562951816.2
6524,12,1,5530,875273917.3
6525,2,1,5531,916523876.6
6526,37,1,5532,1361850958.0
6527,52,1,5533,1316785465.0
6528,46,2,5537,3450533798.0
6529,10,1,5537,867444675.8
6530,12,1,5538,470582201.2
6531,32,1,5538,821323293.5
6532,14,1,5540,848084271.3
6533,2,1,5541,724331173.5
6534,22,1,5542,947222683.7
6535,40,4,5545,14853619650.0
6536,9,3,5546,5961674471.0
6537,18,3,5548,7188343121.0
6538,1,1,5550,901646863.0
6539,12,1,5551,543742772.7
6540,39,2,5551,2424371639.0
6541,27,1,5552,1247943521.0
6542,50,1,5553,795430630.9
6543,16,3,5555,8938953132.0
6544,14,3,5557,5030803098.0
6545,51,3,5558,11903959002.0
6546,9,1,5558,524354473.6
6547,45,1,5558,1119276599.0
6548,48,3,5559,8097986358.0
6549,46,4,5559,14948036345.0
6550,46,2,5560,3450533798.0
6551,1,1,5563,875354503.9
6552,52,1,5564,653885918.4
6553,21,1,5565,1624871268.0
6554,22,1,5565,947222683.7
6555,12,3,5566,5030803098.0
6556,21,1,5566,947222683.7
6557,46,4,5567,14948036345.0
6558,21,1,5567,1624871268.0
6559,10,1,5567,521905174.0
6560,18,3,5568,7188343121.0
6561,49,1,5570,866067634.9
6562,14,1,5570,1289941312.0
6563,13,1,5570,1171605719.0
6564,37,1,5572,1361850958.0
6565,12,1,5574,690090934.1
6566,11,1,5574,446149841.3
6567,10,1,5574,915040672.2
6568,61,2,5576,3611421792.0
6569,37,2,5577,3450533798.0
6570,37,1,5579,1361850958.0
6571,53,2,5580,4224952563.0
6572,51,3,5580,10907510750.0
6573,9,1,5585,524354473.6
6574,22,1,5586,947222683.7
6575,40,4,5586,14853619650.0
6576,26,1,5588,1205057041.0
6577,51,3,5589,14004921447.0
6578,53,1,5591,1316785465.0
6579,20,2,5591,4661767010.0
6580,10,1,5591,1089393837.0
6581,12,1,5592,1266095082.0
6582,1,1,5593,1240098159.0
6583,29,1,5593,821323293.5
6584,53,1,5595,1316785465.0
6585,49,3,5596,6613654285.0
6586,2,3,5596,5749773962.0
6587,12,1,5597,577735488.4
6588,29,1,5597,821323293.5
6589,10,1,5597,773351418.8
6590,48,3,5597,8097986358.0
6591,48,1,5598,812393591.7
6592,2,1,5599,931603292.3
6593,12,1,5599,403826220.7
6594,12,1,5599,378723338.8
6595,29,1,5600,821323293.5
6596,10,1,5600,1001536826.0
6597,12,1,5601,1200247376.0
6598,61,1,5602,462562513.5
6599,51,3,5602,8324943454.0
6600,14,1,5602,1289941312.0
6601,62,1,5603,462562513.5
6602,48,3,5604,8097986358.0
6603,63,2,5605,2733219431.0
6604,13,1,5607,942504562.0
6605,9,3,5610,5961674471.0
6606,27,1,5610,1247943521.0
6607,46,4,5612,14948036345.0
6608,63,2,5612,2733219431.0
6609,1,1,5612,1024387416.0
6610,22,1,5613,947222683.7
6611,14,3,5614,8938953132.0
6612,15,3,5614,8938953132.0
6613,48,3,5614,8097986358.0
6614,49,3,5615,6613654285.0
6615,6,1,5616,901765476.2
6616,51,3,5617,3649312281.0
6617,1,3,5617,5749773962.0
6618,1,3,5619,5749773962.0
6619,24,1,5619,785057726.5
6620,10,1,5619,952181237.0
6621,1,1,5619,1072173277.0
6622,9,3,5619,5961674471.0
6623,48,3,5620,8097986358.0
6624,14,1,5620,1166010837.0
6625,45,1,5620,1119276599.0
6626,14,3,5621,5030803098.0
6627,51,3,5623,7187120575.0
6628,21,2,5624,4661767010.0
6629,14,3,5624,7188343121.0
6630,46,2,5626,3450533798.0
6631,2,3,5626,5749773962.0
6632,1,1,5626,792433912.9
6633,20,3,5628,6613654285.0
6634,29,1,5629,821323293.5
6635,13,1,5629,639675778.4
6636,13,3,5630,5030803098.0
6637,21,3,5631,6613654285.0
6638,21,1,5633,785057726.5
6639,45,1,5633,1119276599.0
6640,26,1,5635,1205057041.0
6641,26,1,5636,1205057041.0
6642,10,1,5637,961311693.7
6643,50,3,5638,7583851556.0
6644,11,1,5638,1064768152.0
6645,15,1,5639,960184101.3
6646,37,1,5645,1361850958.0
6647,53,2,5646,4224952563.0
6648,32,1,5646,821323293.5
6649,24,1,5646,785057726.5
6650,1,1,5647,817694351.9
6651,63,2,5647,2733219431.0
6652,27,1,5647,1247943521.0
6653,9,3,5649,5961674471.0
6654,51,3,5649,12757565382.0
6655,53,1,5650,1316785465.0
6656,46,2,5652,3450533798.0
6657,12,1,5652,1246236809.0
6658,1,3,5654,5749773962.0
6659,11,2,5656,2544197467.0
6660,39,4,5657,14853619650.0
6661,12,1,5657,420506114.2
6662,9,3,5658,5961674471.0
6663,13,3,5659,5030803098.0
6664,12,1,5660,494563244.4
6665,39,4,5661,14853619650.0
6666,15,1,5661,1302157696.0
6667,45,1,5663,1119276599.0
6668,12,1,5664,479934544.9
6669,36,2,5665,3450533798.0
6670,1,1,5666,746344177.2
6671,46,2,5666,3450533798.0
6672,26,1,5667,1205057041.0
6673,11,2,5667,2544197467.0
6674,6,1,5668,901765476.2
6675,52,2,5673,4224952563.0
6676,46,2,5675,3450533798.0
6677,1,1,5677,1198754956.0
6678,48,3,5677,8097986358.0
6679,25,1,5678,785057726.5
6680,12,1,5678,1064570841.0
6681,49,1,5678,652086165.4
6682,6,1,5678,901765476.2
6683,18,3,5678,7188343121.0
6684,6,1,5679,901765476.2
6685,48,1,5679,903796871.8
6686,12,1,5680,629175884.3
6687,51,1,5681,626295362.0
6688,15,1,5681,939456931.3
6689,8,2,5683,2424371639.0
6690,51,3,5684,14214806014.0
6691,21,4,5684,14948036345.0
6692,53,2,5684,4224952563.0
6693,51,3,5685,5522762419.0
6694,58,1,5688,775055478.6
6695,40,4,5688,14853619650.0
6696,18,3,5689,7188343121.0
6697,21,4,5689,14948036345.0
6698,49,1,5689,689977116.0
6699,11,2,5690,2544197467.0
6700,21,1,5691,1624871268.0
6701,53,2,5691,4224952563.0
6702,15,1,5692,673669819.9
6703,11,2,5693,2544197467.0
6704,20,4,5694,26234121822.0
6705,1,1,5694,1045161147.0
6706,12,1,5694,468292468.2
6707,2,1,5696,920917517.5
6708,49,1,5697,654227952.3
6709,45,1,5697,1119276599.0
6710,15,1,5704,833639326.5
6711,13,1,5704,1289941312.0
6712,21,1,5704,947222683.7
6713,14,1,5704,957287097.1
6714,9,1,5707,524354473.6
6715,21,4,5708,14948036345.0
6716,9,3,5708,5961674471.0
6717,18,3,5709,7188343121.0
6718,1,1,5709,818369633.2
6719,1,1,5712,837969626.8
6720,21,1,5712,1205057041.0
6721,12,1,5714,693418059.4
6722,51,3,5714,6700897845.0
6723,62,2,5714,2733219431.0
6724,52,1,5716,1316785465.0
6725,27,1,5718,1205057041.0
6726,14,3,5719,8938953132.0
6727,45,1,5719,1119276599.0
6728,11,1,5720,534480030.2
6729,11,3,5722,8126555557.0
6730,45,1,5723,1119276599.0
6731,1,1,5724,669601541.0
6732,12,3,5725,8126555557.0
6733,6,1,5726,901765476.2
6734,49,3,5726,6613654285.0
6735,14,1,5729,1289941312.0
6736,51,3,5729,6664904639.0
6737,12,1,5733,809792754.9
6738,12,1,5735,801407751.1
6739,10,1,5736,898158691.9
6740,12,1,5736,1051968225.0
6741,39,2,5737,2424371639.0
6742,63,2,5737,2733219431.0
6743,10,1,5738,643957192.1
6744,48,1,5738,537884511.7
6745,21,4,5739,14948036345.0
6746,49,3,5739,6613654285.0
6747,10,1,5739,789426589.9
6748,27,1,5740,1247943521.0
6749,1,1,5740,1024387416.0
6750,22,1,5741,947222683.7
6751,12,1,5743,716243963.4
6752,49,1,5743,791100033.0
6753,1,3,5744,5749773962.0
6754,29,1,5744,821323293.5
6755,49,1,5745,1096317331.0
6756,20,4,5746,26234121822.0
6757,9,1,5747,524354473.6
6758,52,1,5748,485106113.1
6759,20,3,5748,6613654285.0
6760,20,2,5750,4661767010.0
6761,12,1,5750,1397413560.0
6762,12,1,5750,665453623.3
6763,49,3,5751,6613654285.0
6764,18,3,5753,7188343121.0
6765,49,3,5754,6613654285.0
6766,12,1,5756,1397413560.0
6767,1,1,5756,884434269.6
6768,49,1,5758,664073416.8
6769,40,4,5759,14853619650.0
6770,63,2,5759,2733219431.0
6771,49,1,5761,876980479.1
6772,51,3,5761,5948580519.0
6773,11,1,5763,1150092815.0
6774,14,1,5764,777341903.2
6775,62,1,5764,462562513.5
6776,61,2,5764,3611421792.0
6777,14,1,5765,1289941312.0
6778,20,4,5766,26234121822.0
6779,8,2,5766,2424371639.0
6780,2,1,5767,1057903365.0
6781,49,1,5767,2108107145.0
6782,49,1,5767,472780406.8
6783,37,2,5768,3450533798.0
6784,58,1,5768,775055478.6
6785,20,3,5771,6613654285.0
6786,1,1,5771,762394402.6
6787,14,1,5772,1398450891.0
6788,46,1,5772,524354473.6
6789,21,1,5773,1624871268.0
6790,4,1,5774,853218745.9
6791,10,1,5777,1055431034.0
6792,25,1,5778,785057726.5
6793,49,3,5778,6613654285.0
6794,12,1,5779,1859580561.0
6795,48,3,5781,8097986358.0
6796,9,3,5782,5961674471.0
6797,21,4,5782,14948036345.0
6798,61,2,5783,3611421792.0
6799,40,4,5783,14853619650.0
6800,9,1,5785,524354473.6
6801,39,2,5786,2424371639.0
6802,53,1,5786,1316785465.0
6803,14,1,5787,1289941312.0
6804,51,3,5788,10115446954.0
6805,8,2,5788,2424371639.0
6806,52,1,5789,437862650.5
6807,61,1,5789,462562513.5
6808,12,1,5791,780930332.2
6809,45,4,5792,14948036345.0
6810,32,1,5792,821323293.5
6811,12,1,5792,621457035.7
6812,10,1,5793,1155931126.0
6813,9,1,5794,524354473.6
6814,52,1,5797,609813755.6
6815,53,1,5797,1316785465.0
6816,52,2,5800,4224952563.0
6817,46,1,5800,524354473.6
6818,5,3,5801,5749773962.0
6819,51,3,5806,10850604108.0
6820,20,4,5808,26234121822.0
6821,12,1,5811,497019489.6
6822,29,1,5812,821323293.5
6823,14,1,5813,1074039400.0
6824,62,1,5813,462562513.5
6825,29,1,5813,821323293.5
6826,1,1,5813,770286994.3
6827,12,1,5815,986300569.4
6828,49,1,5815,833467395.5
6829,51,3,5816,5231784923.0
6830,48,1,5818,665039807.4
6831,45,1,5819,1119276599.0
6832,13,1,5819,924527253.7
6833,6,1,5822,901765476.2
6834,15,1,5823,1037812410.0
6835,60,2,5823,3611421792.0
6836,21,4,5825,26234121822.0
6837,21,3,5827,6613654285.0
6838,53,2,5829,4224952563.0
6839,49,1,5833,996346760.2
6840,15,1,5834,1097900103.0
6841,14,1,5837,1169632126.0
6842,1,1,5838,872477522.2
6843,15,1,5840,821324917.8
6844,58,1,5840,775055478.6
6845,1,1,5840,921538709.2
6846,45,1,5841,1119276599.0
6847,39,2,5841,2424371639.0
6848,37,2,5843,3450533798.0
6849,21,1,5844,947222683.7
6850,15,1,5844,912626951.4
6851,21,4,5844,14948036345.0
6852,20,3,5845,6613654285.0
6853,52,1,5845,613810314.3
6854,1,1,5845,777989349.4
6855,49,3,5846,6613654285.0
6856,12,1,5846,498424897.9
6857,15,1,5847,1044267815.0
6858,49,1,5847,897877476.2
6859,15,1,5848,860088620.9
6860,46,4,5848,14948036345.0
6861,52,1,5849,642424758.3
6862,14,1,5850,892921547.2
6863,46,4,5851,14948036345.0
6864,1,1,5852,812746365.4
6865,46,2,5853,3450533798.0
6866,20,4,5853,26234121822.0
6867,2,1,5853,799917573.8
6868,49,3,5854,6613654285.0
6869,12,1,5857,1391823647.0
6870,45,1,5857,1119276599.0
6871,11,2,5859,2544197467.0
6872,61,2,5859,3611421792.0
6873,6,1,5860,901765476.2
6874,32,1,5861,821323293.5
6875,63,2,5861,2733219431.0
6876,52,2,5862,4224952563.0
6877,16,1,5862,779424555.4
6878,49,1,5863,512582240.4
6879,2,3,5863,5749773962.0
6880,1,3,5863,5749773962.0
6881,9,1,5864,524354473.6
6882,39,4,5865,14853619650.0
6883,51,3,5867,8367831627.0
6884,21,3,5870,6613654285.0
6885,12,1,5870,1117548683.0
6886,29,1,5872,821323293.5
6887,12,1,5875,507777701.5
6888,52,1,5875,593025611.7
6889,21,4,5875,14948036345.0
6890,52,1,5875,582045060.8
6891,63,2,5875,2733219431.0
6892,63,2,5877,2733219431.0
6893,12,1,5879,626931845.2
6894,51,3,5880,11684872957.0
6895,21,4,5881,14948036345.0
6896,8,2,5882,2424371639.0
6897,10,1,5883,541720379.0
6898,11,2,5884,2544197467.0
6899,14,3,5884,5030803098.0
6900,12,1,5885,378438007.3
6901,52,1,5886,644029214.3
6902,20,3,5887,6613654285.0
6903,12,1,5891,871741255.6
6904,32,1,5892,821323293.5
6905,58,1,5892,775055478.6
6906,2,1,5894,1172878421.0
6907,12,1,5894,1356963951.0
6908,20,2,5896,4661767010.0
6909,1,1,5896,891288547.3
6910,20,4,5896,26234121822.0
6911,9,1,5896,524354473.6
6912,40,4,5897,14853619650.0
6913,32,1,5897,821323293.5
6914,51,3,5899,8754351753.0
6915,9,1,5900,524354473.6
6916,48,1,5901,887863288.5
6917,61,2,5902,3611421792.0
6918,37,2,5904,3450533798.0
6919,12,1,5905,1289941312.0
6920,4,3,5905,5749773962.0
6921,8,2,5905,2424371639.0
6922,14,3,5906,5030803098.0
6923,49,3,5906,6613654285.0
6924,61,2,5906,3611421792.0
6925,51,3,5907,3908741013.0
6926,45,1,5908,1119276599.0
6927,13,3,5908,5030803098.0
6928,14,1,5908,1048269049.0
6929,51,3,5909,9224690521.0
6930,13,3,5909,8938953132.0
6931,15,1,5912,771903869.2
6932,12,1,5913,601554198.7
6933,25,1,5913,785057726.5
6934,39,2,5915,2424371639.0
6935,46,2,5915,3450533798.0
6936,58,1,5917,775055478.6
6937,21,4,5919,14948036345.0
6938,39,2,5919,2424371639.0
6939,12,3,5919,8126555557.0
6940,52,1,5920,528913491.1
6941,12,3,5920,8126555557.0
6942,10,1,5921,752796890.4
6943,46,4,5922,14948036345.0
6944,62,1,5924,462562513.5
6945,20,2,5924,4661767010.0
6946,45,1,5927,1119276599.0
6947,21,1,5928,1624871268.0
6948,63,2,5928,2733219431.0
6949,27,1,5929,1205057041.0
6950,14,1,5930,1289941312.0
6951,37,1,5930,1361850958.0
6952,9,3,5930,5961674471.0
6953,21,1,5931,1624871268.0
6954,49,1,5932,726536085.6
6955,51,3,5933,5380126093.0
6956,27,1,5933,1247943521.0
6957,48,3,5935,8097986358.0
6958,48,3,5935,8097986358.0
6959,9,1,5936,524354473.6
6960,39,2,5938,2424371639.0
6961,52,1,5938,438058744.7
6962,26,1,5939,1205057041.0
6963,13,3,5941,5030803098.0
6964,20,4,5942,26234121822.0
6965,52,1,5942,1316785465.0
6966,63,2,5942,2733219431.0
6967,1,1,5942,787672301.2
6968,13,3,5944,5030803098.0
6969,58,1,5945,775055478.6
6970,10,1,5945,1368723559.0
6971,52,1,5946,1316785465.0
6972,52,1,5946,621807229.0
6973,9,1,5947,524354473.6
6974,58,1,5947,775055478.6
6975,1,1,5947,775097407.0
6976,21,1,5949,1205057041.0
6977,12,1,5949,360918406.5
6978,15,1,5952,931954862.7
6979,63,2,5952,2733219431.0
6980,51,3,5955,9521860355.0
6981,50,1,5955,795430630.9
6982,11,1,5955,1466145740.0
6983,12,1,5955,458177419.9
