event_id,gate,category,sample,loss
2209,61,2,1880,3611421792.0
2210,51,3,1881,5231784923.0
2211,12,3,1883,8126555557.0
2212,63,2,1883,2733219431.0
2213,50,1,1884,795430630.9
2214,12,3,1884,5030803098.0
2215,14,1,1884,1114039128.0
2216,51,3,1885,14243189660.0
2217,58,1,1886,775055478.6
2218,22,1,1886,947222683.7
2219,21,4,1887,14948036345.0
2220,21,1,1888,947222683.7
2221,52,1,1888,420417719.0
2222,14,1,1888,1289941312.0
2223,53,2,1888,4224952563.0
2224,45,1,1889,1119276599.0
2225,52,1,1890,797179890.9
2226,13,3,1891,8938953132.0
2227,62,2,1891,2733219431.0
2228,25,1,1892,785057726.5
2229,37,2,1892,3450533798.0
2230,52,1,1892,412246829.6
2231,37,2,1892,3450533798.0
2232,12,1,1894,542905333.7
2233,53,1,1895,1316785465.0
2234,13,3,1896,5030803098.0
2235,61,2,1898,3611421792.0
2236,61,2,1899,3611421792.0
2237,21,4,1900,14948036345.0
2238,50,1,1900,795430630.9
2239,11,1,1901,1356963951.0
2240,18,3,1902,7188343121.0
2241,25,1,1902,785057726.5
2242,49,3,1902,6613654285.0
2243,9,1,1905,524354473.6
2244,37,2,1905,3450533798.0
2245,48,1,1906,910338844.6
2246,5,1,1907,1193904066.0
2247,46,1,1907,524354473.6
2248,32,1,1908,821323293.5
2249,53,2,1909,4224952563.0
2250,21,1,1910,785057726.5
2251,61,1,1910,462562513.5
2252,52,1,1910,626295362.0
2253,18,3,1912,7188343121.0
2254,29,1,1912,821323293.5
2255,15,1,1912,801678486.9
2256,40,4,1914,14853619650.0
2257,63,2,1915,2733219431.0
2258,12,1,1916,165215431.5
2259,49,1,1916,744954575.9
2260,12,1,1917,1202216175.0
2261,2,3,1917,5749773962.0
2262,15,1,1918,925610524.3
2263,51,3,1918,16979857606.0
2264,22,1,1919,947222683.7
2265,61,1,1920,462562513.5
2266,51,3,1920,15549514128.0
2267,51,3,1922,10862287562.0
2268,46,1,1922,524354473.6
2269,21,1,1923,1205057041.0
2270,22,1,1923,947222683.7
2271,22,1,1925,947222683.7
2272,12,1,1926,1598297877.0
2273,1,3,1928,5749773962.0
2274,50,3,1930,10564032317.0
2275,10,1,1931,1059235439.0
2276,62,2,1931,2733219431.0
2277,11,2,1934,2544197467.0
2278,10,1,1934,965394150.2
2279,10,1,1934,864851036.2
2280,21,1,1935,1624871268.0
2281,61,2,1938,3611421792.0
2282,27,1,1939,1205057041.0
2283,21,1,1939,947222683.7
2284,53,2,1940,4224952563.0
2285,11,2,1940,2544197467.0
2286,10,1,1941,922504532.1
2287,20,4,1942,26234121822.0
2288,12,1,1942,421482919.7
2289,49,3,1942,6613654285.0
2290,51,3,1944,9098622915.0
2291,13,1,1944,1089142093.0
2292,9,3,1945,5961674471.0
2293,21,4,1947,14948036345.0
2294,53,2,1947,4224952563.0
2295,52,1,1949,494273349.7
2296,49,1,1949,1613429138.0
2297,6,1,1952,901765476.2
2298,14,3,1952,8938953132.0
2299,58,1,1952,775055478.6
2300,63,2,1954,2733219431.0
2301,13,3,1954,5030803098.0
2302,49,3,1955,6613654285.0
2303,20,2,1959,4661767010.0
2304,10,1,1959,757182738.0
2305,1,1,1959,1183055486.0
2306,13,3,1960,8938953132.0
2307,14,1,1960,943696220.7
2308,15,1,1962,1015278538.0
2309,37,1,1962,1361850958.0
2310,11,1,1963,609566078.5
2311,29,1,1963,821323293.5
2312,46,4,1963,14948036345.0
2313,53,2,1965,4224952563.0
2314,32,1,1966,821323293.5
2315,39,4,1966,14853619650.0
2316,32,1,1967,821323293.5
2317,1,1,1967,935245272.0
2318,15,1,1967,1103763055.0
2319,1,1,1968,991059104.4
2320,37,1,1968,1361850958.0
2321,14,1,1968,852807885.7
2322,48,3,1971,8097986358.0
2323,52,1,1972,408780057.1
2324,16,1,1973,1117185526.0
2325,51,3,1974,7108742682.0
2326,15,1,1974,1147263949.0
2327,37,2,1975,3450533798.0
2328,9,3,1975,5961674471.0
2329,18,3,1975,7188343121.0
2330,27,1,1977,1247943521.0
2331,32,1,1978,821323293.5
2332,14,1,1980,1289941312.0
2333,51,3,1980,9076873711.0
2334,27,1,1980,1247943521.0
2335,29,1,1980,821323293.5
2336,1,1,1980,823504652.4
2337,52,1,1980,694427696.6
2338,14,3,1982,5030803098.0
2339,1,1,1982,787477965.3
2340,51,3,1984,6777434892.0
2341,12,1,1985,1831931371.0
2342,3,1,1986,987502373.1
2343,51,3,1986,5766402585.0
2344,29,1,1987,821323293.5
2345,52,1,1989,437862650.5
2346,12,1,1989,293467946.4
2347,63,2,1990,2733219431.0
2348,10,1,1990,729866170.4
2349,45,1,1990,1119276599.0
2350,12,1,1992,752747945.4
2351,40,4,1992,14853619650.0
2352,49,3,1993,6613654285.0
2353,12,1,1993,390483732.7
2354,20,4,1993,26234121822.0
2355,11,2,1993,2544197467.0
2356,45,1,1994,1119276599.0
2357,62,1,1995,462562513.5
2358,46,4,2003,14948036345.0
2359,37,1,2003,1361850958.0
2360,21,3,2004,6613654285.0
2361,49,3,2005,6613654285.0
2362,51,3,2006,5779651100.0
2363,10,1,2006,1541806858.0
2364,4,1,2008,1039696129.0
2365,12,1,2008,598401446.9
2366,25,1,2008,785057726.5
2367,10,1,2011,822748492.4
2368,52,1,2015,694124013.6
2369,18,3,2017,7188343121.0
2370,12,1,2018,720771578.6
2371,2,1,2018,1163338528.0
2372,14,1,2018,801678486.9
2373,52,1,2019,854474992.4
2374,12,1,2019,437638828.4
2375,51,1,2021,576826182.0
2376,12,1,2022,398806179.4
2377,52,1,2023,514228963.6
2378,13,1,2024,981869371.8
2379,9,3,2024,5961674471.0
2380,27,1,2026,1247943521.0
2381,48,3,2026,8097986358.0
2382,12,1,2027,513418117.8
2383,21,1,2028,947222683.7
2384,1,1,2028,736829021.1
2385,12,1,2029,1289941312.0
2386,60,2,2029,3611421792.0
2387,20,4,2030,26234121822.0
2388,49,1,2032,401634262.9
2389,61,1,2033,462562513.5
2390,52,1,2033,687143061.7
2391,2,1,2034,896146681.1
2392,12,1,2034,468292468.2
2393,12,1,2036,314330506.3
2394,12,1,2036,507777701.5
2395,27,1,2039,1247943521.0
2396,20,3,2041,6613654285.0
2397,53,1,2042,1316785465.0
2398,11,2,2044,2544197467.0
2399,40,4,2044,14853619650.0
2400,20,3,2045,6613654285.0
2401,1,1,2045,801774311.0
2402,62,1,2047,462562513.5
2403,1,1,2048,874758012.7
2404,14,1,2048,865366829.8
2405,12,1,2049,440563043.2
2406,13,1,2051,1089142093.0
2407,63,2,2051,2733219431.0
2408,52,2,2053,4224952563.0
2409,63,2,2053,2733219431.0
2410,1,3,2054,5749773962.0
2411,48,3,2054,6613654285.0
2412,1,1,2055,869957480.2
2413,2,1,2056,724331173.5
2414,20,4,2057,26234121822.0
2415,37,1,2058,1361850958.0
2416,14,3,2059,8938953132.0
2417,39,4,2059,14853619650.0
2418,37,1,2060,1361850958.0
2419,61,2,2061,3611421792.0
2420,12,1,2061,1073719214.0
2421,12,1,2063,620467369.3
2422,39,2,2063,2424371639.0
2423,6,1,2066,901765476.2
2424,15,1,2067,974376966.0
2425,49,3,2068,6613654285.0
2426,50,1,2070,795430630.9
2427,1,1,2070,872602263.1
2428,1,1,2070,815143967.4
2429,63,2,2071,2733219431.0
2430,6,1,2071,901765476.2
2431,1,1,2072,819320715.7
2432,52,2,2073,4224952563.0
2433,12,3,2073,5030803098.0
2434,49,3,2073,6613654285.0
2435,10,1,2075,804735641.8
2436,14,1,2076,698655264.3
2437,21,4,2076,14948036345.0
2438,61,2,2076,3611421792.0
2439,48,1,2076,895686762.0
2440,8,2,2077,2424371639.0
2441,9,3,2077,5961674471.0
2442,63,2,2078,2733219431.0
2443,62,1,2078,462562513.5
2444,39,2,2079,2424371639.0
2445,46,4,2079,14948036345.0
2446,40,4,2080,14853619650.0
2447,46,1,2080,524354473.6
2448,50,1,2082,795430630.9
2449,51,3,2083,4702221725.0
2450,18,3,2084,7188343121.0
2451,12,1,2085,432086495.8
2452,36,2,2085,3450533798.0
2453,12,1,2087,955887702.8
2454,32,1,2090,821323293.5
2455,20,3,2091,6613654285.0
2456,15,1,2092,1072685759.0
2457,62,1,2093,462562513.5
2458,12,1,2093,531131893.2
2459,22,1,2096,947222683.7
2460,13,1,2097,612869921.4
2461,48,3,2098,6613654285.0
2462,18,3,2100,7188343121.0
2463,62,1,2100,462562513.5
2464,25,1,2101,785057726.5
2465,14,3,2102,5030803098.0
2466,51,1,2103,396448057.5
2467,2,1,2103,899485513.9
2468,63,2,2104,2733219431.0
2469,22,1,2105,947222683.7
2470,46,1,2105,524354473.6
2471,21,1,2105,1624871268.0
2472,12,1,2106,761098577.4
2473,46,1,2106,524354473.6
2474,21,4,2107,14948036345.0
2475,1,1,2108,911566339.0
2476,21,4,2109,14948036345.0
2477,6,1,2110,901765476.2
2478,20,2,2111,4661767010.0
2479,12,3,2113,5030803098.0
2480,53,2,2114,4224952563.0
2481,51,3,2114,13064231808.0
2482,58,1,2114,775055478.6
2483,29,1,2115,821323293.5
2484,46,1,2116,524354473.6
2485,37,1,2116,1361850958.0
2486,11,2,2117,2544197467.0
2487,39,4,2118,14853619650.0
2488,26,1,2119,1205057041.0
2489,37,1,2119,1361850958.0
2490,15,3,2120,8938953132.0
2491,25,1,2122,785057726.5
2492,12,1,2123,609647761.0
2493,52,2,2124,4224952563.0
2494,52,1,2125,544319786.3
2495,1,1,2125,804618812.1
2496,52,1,2126,480929752.0
2497,12,1,2128,1808318768.0
2498,49,3,2128,6613654285.0
2499,20,4,2131,26234121822.0
2500,18,3,2132,7188343121.0
2501,63,2,2132,2733219431.0
2502,11,3,2133,8126555557.0
2503,20,2,2133,4661767010.0
2504,12,3,2134,8126555557.0
2505,52,1,2134,716880310.4
2506,60,2,2135,3611421792.0
2507,50,1,2136,795430630.9
2508,51,1,2137,609813755.6
2509,51,3,2138,14214806014.0
2510,14,1,2140,877664606.0
2511,14,1,2141,756438015.7
2512,21,4,2141,14948036345.0
2513,12,1,2141,885124298.5
2514,58,1,2142,775055478.6
2515,10,1,2142,1167810481.0
2516,14,1,2144,1289941312.0
2517,12,1,2144,757176620.7
2518,11,3,2146,8126555557.0
2519,58,1,2147,775055478.6
2520,11,3,2147,8126555557.0
2521,52,1,2150,759228912.5
2522,26,1,2150,1205057041.0
2523,62,1,2151,462562513.5
2524,10,1,2154,747944541.5
2525,21,1,2156,1205057041.0
2526,21,1,2157,1624871268.0
2527,21,1,2157,947222683.7
2528,12,1,2157,1915687680.0
2529,61,2,2158,3611421792.0
2530,2,1,2158,681635335.6
2531,15,1,2159,1011804304.0
2532,29,1,2160,821323293.5
2533,52,1,2160,529022371.6
2534,1,1,2160,1068779220.0
2535,12,1,2160,1289941312.0
2536,12,1,2164,531131893.2
2537,37,1,2167,1361850958.0
2538,21,4,2167,14948036345.0
2539,53,2,2168,4224952563.0
2540,11,1,2168,601554198.7
2541,11,1,2169,609566078.5
2542,46,2,2170,3450533798.0
2543,2,1,2171,802332669.8
2544,11,2,2172,2544197467.0
2545,17,3,2173,7188343121.0
2546,1,1,2173,724800880.1
2547,20,2,2174,4661767010.0
2548,10,1,2175,757182738.0
2549,29,1,2176,821323293.5
2550,6,1,2176,901765476.2
2551,63,2,2177,2733219431.0
2552,61,2,2177,3611421792.0
2553,51,3,2180,10907510750.0
2554,46,2,2180,3450533798.0
2555,50,1,2182,795430630.9
2556,12,1,2183,710207732.9
2557,53,2,2184,4224952563.0
2558,12,1,2184,876227763.4
2559,46,1,2184,524354473.6
2560,50,1,2185,795430630.9
2561,37,2,2186,3450533798.0
2562,51,3,2187,7699500823.0
2563,14,1,2188,1289941312.0
2564,18,3,2188,7188343121.0
2565,37,2,2190,3450533798.0
2566,48,3,2191,8097986358.0
2567,49,1,2192,839055600.3
2568,52,2,2193,4224952563.0
2569,45,1,2193,1119276599.0
2570,50,1,2194,795430630.9
2571,26,1,2195,1205057041.0
2572,45,1,2195,1119276599.0
2573,37,2,2197,3450533798.0
2574,48,3,2198,8097986358.0
2575,50,1,2200,795430630.9
2576,48,3,2200,8097986358.0
2577,1,3,2201,5749773962.0
2578,1,1,2201,827159102.3
2579,50,1,2202,795430630.9
2580,46,4,2203,14948036345.0
2581,4,1,2203,955964196.3
2582,1,3,2204,5749773962.0
2583,37,2,2204,3450533798.0
2584,21,3,2205,6613654285.0
2585,37,2,2206,3450533798.0
2586,12,3,2206,8126555557.0
2587,62,1,2207,462562513.5
2588,14,1,2208,877664606.0
2589,53,1,2208,1316785465.0
2590,9,1,2208,524354473.6
2591,12,1,2209,1442635400.0
2592,14,3,2209,5030803098.0
2593,12,3,2209,8126555557.0
2594,46,2,2211,3450533798.0
2595,12,1,2211,516164424.7
2596,46,1,2212,524354473.6
2597,11,2,2213,2544197467.0
2598,1,1,2214,946081035.5
2599,12,1,2214,844764264.2
2600,17,3,2215,7188343121.0
2601,14,3,2216,8938953132.0
2602,14,1,2217,795174680.2
2603,49,1,2219,1285397596.0
2604,20,3,2220,6613654285.0
2605,12,1,2220,1869341065.0
2606,61,1,2221,462562513.5
2607,9,1,2222,524354473.6
2608,12,1,2222,252423959.8
2609,45,1,2223,1119276599.0
2610,10,1,2226,814163690.0
2611,11,2,2226,2544197467.0
2612,21,4,2229,14948036345.0
2613,2,1,2229,865325060.2
2614,14,3,2230,5030803098.0
2615,50,3,2230,5380126093.0
2616,12,3,2230,8126555557.0
2617,2,3,2231,5749773962.0
2618,46,2,2231,3450533798.0
2619,62,2,2232,2733219431.0
2620,51,3,2233,10119610690.0
2621,62,2,2233,2733219431.0
2622,61,1,2234,462562513.5
2623,46,1,2234,524354473.6
2624,11,2,2236,2544197467.0
2625,48,3,2236,8097986358.0
2626,36,2,2237,3450533798.0
2627,63,2,2239,2733219431.0
2628,1,3,2239,5749773962.0
2629,8,2,2241,2424371639.0
2630,53,1,2241,1316785465.0
2631,6,1,2242,901765476.2
2632,14,1,2247,695649767.1
2633,29,1,2249,821323293.5
2634,49,1,2250,887863288.5
2635,36,2,2250,3450533798.0
2636,9,3,2251,5961674471.0
2637,46,1,2251,524354473.6
2638,20,2,2252,4661767010.0
2639,52,1,2254,438058744.7
2640,48,3,2254,8097986358.0
2641,1,3,2255,5749773962.0
2642,9,1,2255,524354473.6
2643,49,1,2255,1025585519.0
2644,27,1,2256,1247943521.0
2645,63,2,2256,2733219431.0
2646,12,3,2257,5030803098.0
2647,27,1,2258,1205057041.0
2648,9,1,2259,524354473.6
2649,37,2,2259,3450533798.0
2650,9,1,2260,524354473.6
2651,1,3,2261,5749773962.0
2652,15,1,2264,851911044.3
2653,10,1,2265,1000114278.0
2654,2,1,2265,1087146316.0
2655,36,1,2265,1361850958.0
2656,49,3,2266,6613654285.0
2657,13,3,2266,5030803098.0
2658,20,3,2268,6613654285.0
2659,39,2,2269,2424371639.0
2660,9,3,2269,5961674471.0
2661,21,4,2269,26234121822.0
2662,58,1,2271,775055478.6
2663,14,1,2271,1241122006.0
2664,27,1,2273,1247943521.0
2665,10,1,2273,1153584168.0
2666,51,3,2274,8004360395.0
2667,46,1,2274,524354473.6
2668,46,1,2277,524354473.6
2669,46,2,2278,3450533798.0
2670,1,1,2279,955964196.3
2671,51,3,2281,8130793305.0
2672,1,1,2281,659096728.7
2673,51,3,2282,11719078080.0
2674,49,1,2282,618900545.5
2675,25,1,2283,785057726.5
2676,9,1,2283,524354473.6
2677,45,1,2283,1119276599.0
2678,46,1,2284,524354473.6
2679,46,2,2284,3450533798.0
2680,21,1,2286,785057726.5
2681,48,3,2287,8097986358.0
2682,63,2,2287,2733219431.0
2683,20,2,2289,4661767010.0
2684,60,2,2290,3611421792.0
2685,49,1,2292,1266897044.0
2686,14,1,2294,1289941312.0
2687,53,1,2295,1316785465.0
2688,37,2,2295,3450533798.0
2689,11,1,2297,443297229.8
2690,26,1,2299,1205057041.0
2691,9,3,2299,5961674471.0
2692,1,1,2300,850829983.8
2693,46,2,2302,3450533798.0
2694,51,3,2302,9729663072.0
2695,20,3,2303,6613654285.0
2696,48,3,2303,8097986358.0
2697,51,3,2305,5670530263.0
2698,40,4,2306,14853619650.0
2699,11,1,2306,1186847301.0
2700,1,1,2312,712683745.2
2701,63,2,2312,2733219431.0
2702,53,2,2313,4224952563.0
2703,25,1,2313,785057726.5
2704,40,4,2313,14853619650.0
2705,49,1,2314,853879008.8
2706,40,4,2319,14853619650.0
2707,11,2,2320,2544197467.0
2708,20,2,2320,4661767010.0
2709,10,1,2323,910933014.5
2710,5,3,2324,5749773962.0
2711,51,1,2324,676866535.0
2712,12,1,2324,724479155.7
2713,11,2,2326,2544197467.0
2714,18,3,2326,7188343121.0
2715,10,1,2327,1213780629.0
2716,53,2,2327,4224952563.0
2717,21,1,2328,785057726.5
2718,14,1,2328,808560540.9
2719,46,2,2330,3450533798.0
2720,1,1,2330,1038939468.0
2721,46,4,2332,14948036345.0
2722,9,3,2332,5961674471.0
2723,12,1,2333,272840727.7
2724,27,1,2333,1205057041.0
2725,1,1,2334,1217804008.0
2726,48,3,2337,8097986358.0
2727,40,4,2337,14853619650.0
2728,48,3,2340,8097986358.0
2729,62,2,2343,2733219431.0
2730,25,1,2343,785057726.5
2731,48,3,2344,8097986358.0
2732,52,1,2344,386792339.3
2733,46,2,2344,3450533798.0
2734,52,1,2345,627370020.3
2735,37,2,2346,3450533798.0
2736,63,2,2347,2733219431.0
2737,10,1,2348,814217738.8
2738,11,2,2348,2544197467.0
2739,20,3,2349,6613654285.0
2740,53,2,2350,4224952563.0
2741,52,1,2352,1316785465.0
2742,52,1,2355,719820816.6
2743,8,2,2355,2424371639.0
2744,12,1,2357,1915687680.0
2745,8,2,2359,2424371639.0
2746,1,1,2360,957018551.0
2747,46,2,2360,3450533798.0
2748,12,1,2362,792925245.6
2749,53,2,2363,4224952563.0
2750,1,3,2363,5749773962.0
2751,37,2,2363,3450533798.0
2752,62,1,2363,462562513.5
2753,14,1,2364,1289941312.0
2754,52,1,2365,675931170.2
2755,9,3,2365,5961674471.0
2756,12,3,2365,8126555557.0
2757,12,3,2365,8126555557.0
2758,27,1,2366,1247943521.0
2759,12,1,2366,2429176207.0
2760,51,3,2366,7266494989.0
2761,12,1,2366,572376759.4
2762,17,3,2368,7188343121.0
2763,51,3,2369,11770777856.0
2764,13,1,2371,1289941312.0
2765,52,1,2373,683540412.9
2766,14,1,2373,805012187.5
2767,37,2,2374,3450533798.0
2768,11,2,2374,2544197467.0
2769,58,1,2376,775055478.6
2770,12,3,2380,8126555557.0
2771,14,1,2381,684350881.4
2772,46,1,2382,524354473.6
2773,1,1,2383,993419341.4
2774,48,3,2383,8097986358.0
2775,46,4,2383,14948036345.0
2776,40,4,2384,14853619650.0
2777,13,1,2385,1289941312.0
2778,48,3,2389,8097986358.0
2779,46,4,2392,14948036345.0
2780,20,3,2392,6613654285.0
2781,8,2,2393,2424371639.0
2782,20,3,2394,6613654285.0
2783,21,1,2395,1624871268.0
2784,15,1,2396,777341903.2
2785,12,1,2396,1027916459.0
2786,9,3,2397,5961674471.0
2787,39,2,2397,2424371639.0
2788,58,1,2397,775055478.6
2789,12,1,2398,783556907.6
2790,1,1,2399,684151756.0
2791,49,3,2400,6613654285.0
2792,25,1,2402,785057726.5
2793,37,1,2402,1361850958.0
2794,1,1,2403,888943050.7
2795,12,1,2404,837192312.9
2796,51,3,2404,10653826219.0
2797,49,1,2405,654860547.6
2798,25,1,2406,785057726.5
2799,12,1,2406,542905333.7
2800,46,1,2406,524354473.6
2801,16,1,2407,1029797584.0
2802,2,1,2409,1073380819.0
2803,21,1,2410,1205057041.0
2804,25,1,2410,785057726.5
2805,46,2,2413,3450533798.0
2806,14,3,2413,8938953132.0
2807,46,2,2413,3450533798.0
2808,46,1,2414,524354473.6
2809,49,1,2414,866067634.9
2810,11,1,2414,1881740576.0
2811,21,4,2416,14948036345.0
2812,13,3,2418,5030803098.0
2813,22,1,2418,947222683.7
2814,9,3,2418,5961674471.0
2815,21,4,2419,14948036345.0
2816,51,3,2419,6125661347.0
2817,6,1,2421,901765476.2
2818,26,1,2422,1205057041.0
2819,53,2,2422,4224952563.0
2820,15,1,2422,760322328.5
2821,9,1,2423,524354473.6
2822,51,3,2423,5279670590.0
2823,32,1,2423,821323293.5
2824,45,1,2424,1119276599.0
2825,8,2,2424,2424371639.0
2826,9,3,2426,5961674471.0
2827,52,1,2426,701893528.9
2828,52,1,2426,1316785465.0
2829,52,1,2431,420550947.5
2830,6,1,2432,901765476.2
2831,39,2,2433,2424371639.0
2832,12,1,2434,442883641.6
2833,12,1,2437,1289941312.0
2834,6,1,2438,901765476.2
2835,48,3,2439,8097986358.0
2836,12,1,2439,579431973.2
2837,22,1,2441,947222683.7
2838,62,1,2441,462562513.5
2839,13,1,2441,854722593.0
2840,51,3,2442,10719608823.0
2841,9,3,2443,5961674471.0
2842,50,1,2443,795430630.9
2843,12,3,2444,8126555557.0
2844,9,3,2444,5961674471.0
2845,51,3,2445,10093076308.0
2846,18,3,2447,7188343121.0
2847,12,1,2447,713115380.0
2848,13,1,2449,1020666564.0
2849,14,3,2449,8938953132.0
2850,11,2,2449,2544197467.0
2851,53,1,2450,1316785465.0
2852,11,1,2450,2293861092.0
2853,50,1,2450,795430630.9
2854,27,1,2451,1205057041.0
2855,49,1,2452,761737899.6
2856,1,1,2452,875490785.8
2857,9,1,2452,524354473.6
2858,20,4,2452,26234121822.0
2859,20,3,2452,6613654285.0
2860,49,3,2453,6613654285.0
2861,49,1,2453,544019649.2
2862,39,2,2454,2424371639.0
2863,25,1,2457,785057726.5
2864,48,3,2458,8097986358.0
2865,20,4,2458,26234121822.0
2866,12,1,2459,469456986.0
2867,4,1,2461,950202156.2
2868,37,2,2461,3450533798.0
2869,1,1,2462,1046243234.0
2870,1,1,2463,1104340851.0
2871,52,1,2463,1316785465.0
2872,12,3,2464,5030803098.0
2873,9,1,2464,524354473.6
2874,48,3,2465,8097986358.0
2875,63,2,2465,2733219431.0
2876,27,1,2466,1247943521.0
2877,4,3,2467,5749773962.0
2878,36,2,2468,3450533798.0
2879,12,3,2469,8126555557.0
2880,48,1,2470,1355051238.0
2881,1,1,2470,820622210.6
2882,49,3,2472,6613654285.0
2883,52,1,2472,661891769.7
2884,21,4,2472,26234121822.0
2885,10,1,2474,917493104.4
2886,39,2,2475,2424371639.0
2887,22,1,2476,947222683.7
2888,10,1,2477,695850282.9
2889,12,1,2478,790814380.2
2890,2,1,2480,724331173.5
2891,40,4,2481,14853619650.0
2892,10,1,2484,697310685.5
2893,40,4,2484,14853619650.0
2894,46,4,2486,14948036345.0
2895,1,1,2487,923507527.5
2896,1,1,2487,755180891.6
2897,37,2,2487,3450533798.0
2898,50,1,2488,795430630.9
2899,12,1,2488,875273917.3
2900,48,3,2488,6613654285.0
2901,46,2,2489,3450533798.0
2902,50,1,2489,795430630.9
2903,21,1,2490,1624871268.0
2904,27,1,2490,1205057041.0
2905,21,4,2492,14948036345.0
2906,48,3,2493,8097986358.0
2907,10,1,2494,876589085.0
2908,14,3,2495,8938953132.0
2909,15,3,2497,8938953132.0
2910,46,1,2498,524354473.6
2911,49,1,2498,842138510.5
2912,18,3,2498,7188343121.0
2913,1,3,2500,5749773962.0
2914,12,3,2501,8126555557.0
2915,21,1,2502,1624871268.0
2916,25,1,2503,785057726.5
2917,24,1,2503,785057726.5
2918,11,2,2505,2544197467.0
2919,12,1,2506,470023299.6
2920,51,3,2506,9847777288.0
2921,37,1,2506,1361850958.0
2922,37,2,2507,3450533798.0
2923,1,1,2507,750939506.0
2924,1,1,2508,814956819.3
2925,49,3,2511,6613654285.0
2926,37,2,2512,3450533798.0
2927,13,3,2512,8938953132.0
2928,32,1,2512,821323293.5
2929,51,3,2513,7134349464.0
2930,49,1,2513,863425541.2
2931,12,1,2513,695481297.1
2932,21,4,2515,14948036345.0
2933,49,3,2516,6613654285.0
2934,26,1,2517,1205057041.0
2935,9,3,2517,5961674471.0
2936,16,1,2518,809085279.9
2937,11,1,2519,799245052.3
2938,21,4,2519,14948036345.0
2939,49,1,2519,514497754.4
2940,37,1,2520,1361850958.0
2941,6,1,2520,901765476.2
2942,12,1,2521,515118024.5
2943,52,1,2522,518293476.3
2944,45,1,2522,1119276599.0
2945,2,1,2523,925796091.0
2946,9,3,2523,5961674471.0
2947,21,1,2523,1624871268.0
2948,1,1,2526,1181784344.0
2949,1,3,2527,5749773962.0
2950,12,3,2527,8126555557.0
2951,10,1,2530,661379306.4
2952,21,1,2531,1624871268.0
2953,12,1,2532,1289941312.0
2954,9,3,2532,5961674471.0
2955,53,1,2532,1316785465.0
2956,45,1,2534,1119276599.0
2957,40,4,2535,14853619650.0
2958,18,3,2537,7188343121.0
2959,61,1,2541,462562513.5
2960,48,3,2543,8097986358.0
2961,11,1,2544,815468950.5
2962,45,1,2546,1119276599.0
2963,10,1,2547,1522730744.0
2964,48,3,2547,8097986358.0
2965,12,3,2548,8126555557.0
2966,6,1,2549,901765476.2
2967,58,1,2550,775055478.6
2968,10,1,2550,854987026.1
2969,26,1,2550,1205057041.0
2970,60,2,2551,3611421792.0
2971,2,1,2551,900715909.3
2972,13,1,2552,1289941312.0
2973,48,1,2552,594310588.2
2974,20,4,2554,26234121822.0
2975,13,3,2556,5030803098.0
2976,12,1,2556,820158918.2
2977,63,2,2557,2733219431.0
2978,14,1,2559,1214190018.0
2979,12,1,2560,854782836.2
2980,1,1,2561,808861121.0
2981,39,4,2561,14853619650.0
2982,40,4,2561,14853619650.0
2983,11,2,2564,2544197467.0
2984,49,1,2564,642687574.5
2985,53,1,2565,1316785465.0
2986,2,1,2565,867465975.3
2987,49,3,2566,6613654285.0
2988,1,1,2568,743905095.7
2989,1,1,2570,923507527.5
2990,62,1,2570,462562513.5
2991,46,4,2570,14948036345.0
2992,12,3,2570,8126555557.0
2993,18,3,2571,7188343121.0
2994,46,2,2572,3450533798.0
2995,8,2,2573,2424371639.0
2996,1,1,2575,1140506408.0
2997,58,1,2575,775055478.6
2998,12,3,2576,8126555557.0
2999,10,1,2576,773351418.8
3000,1,1,2576,813020053.0
3001,40,4,2579,14853619650.0
3002,58,1,2579,775055478.6
3003,11,2,2580,2544197467.0
3004,10,1,2583,1207342068.0
3005,51,3,2584,9729663072.0
3006,48,3,2586,8097986358.0
3007,21,4,2586,14948036345.0
3008,51,3,2587,5010747182.0
3009,9,3,2588,5961674471.0
3010,49,1,2588,481087666.1
3011,52,1,2588,570293944.6
3012,20,3,2589,6613654285.0
3013,53,2,2590,4224952563.0
3014,61,2,2590,3611421792.0
3015,1,1,2590,772049607.1
3016,40,4,2591,14853619650.0
3017,21,4,2591,14948036345.0
3018,20,2,2592,4661767010.0
3019,61,2,2592,3611421792.0
3020,52,2,2593,4224952563.0
3021,40,4,2593,14853619650.0
3022,48,3,2596,8097986358.0
3023,24,1,2598,785057726.5
3024,14,3,2598,5030803098.0
3025,21,1,2599,785057726.5
3026,48,3,2600,8097986358.0
3027,53,2,2602,4224952563.0
3028,20,2,2604,4661767010.0
3029,18,3,2606,7188343121.0
3030,49,3,2606,6613654285.0
3031,10,1,2607,901301259.1
3032,12,1,2607,1563436184.0
3033,49,3,2609,6613654285.0
3034,27,1,2611,1247943521.0
3035,61,2,2612,3611421792.0
3036,20,3,2613,6613654285.0
3037,52,1,2613,665242689.2
3038,27,1,2614,1247943521.0
3039,62,2,2614,2733219431.0
3040,13,3,2614,5030803098.0
3041,21,1,2615,1624871268.0
3042,15,1,2617,728349502.2
3043,1,1,2617,767468576.1
3044,62,2,2619,2733219431.0
3045,52,2,2620,4224952563.0
3046,14,1,2620,1100556170.0
3047,21,1,2621,1624871268.0
3048,63,2,2622,2733219431.0
3049,51,1,2623,433881311.9
